num,cell,port,function,safe,ccell,disval,rslt,acio,toggle,differential,pinmap,channel
762,bc_8,USB2N_13,bidir,X,761,0,Z,FALSE,FALSE,,usb2n_13,TRUE
763,bc_2,*,control,0,,,,,,,,
764,bc_8,USB2P_13,bidir,X,763,0,Z,FALSE,FALSE,,usb2p_13,TRUE
765,bc_2,*,control,0,,,,,,,,
766,bc_8,USB2N_12,bidir,X,765,0,Z,FALSE,FALSE,,usb2n_12,TRUE
767,bc_2,*,control,0,,,,,,,,
768,bc_8,USB2P_12,bidir,X,767,0,Z,FALSE,FALSE,,usb2p_12,TRUE
769,bc_2,*,control,0,,,,,,,,
770,bc_8,USB2N_11,bidir,X,769,0,Z,FALSE,FALSE,,usb2n_11,TRUE
771,bc_2,*,control,0,,,,,,,,
772,bc_8,USB2P_11,bidir,X,771,0,Z,FALSE,FALSE,,usb2p_11,TRUE
773,bc_2,*,control,0,,,,,,,,
774,bc_8,USB2N_10,bidir,X,773,0,Z,FALSE,FALSE,,usb2n_10,TRUE
775,bc_2,*,control,0,,,,,,,,
776,bc_8,USB2P_10,bidir,X,775,0,Z,FALSE,FALSE,,usb2p_10,TRUE
777,bc_2,*,control,0,,,,,,,,
778,bc_8,USB2N_9,bidir,X,777,0,Z,FALSE,FALSE,,usb2n_9,TRUE
779,bc_2,*,control,0,,,,,,,,
780,bc_8,USB2P_9,bidir,X,779,0,Z,FALSE,FALSE,,usb2p_9,TRUE
781,bc_2,*,control,0,,,,,,,,
782,bc_8,USB2N_8,bidir,X,781,0,Z,FALSE,FALSE,,usb2n_8,TRUE
783,bc_2,*,control,0,,,,,,,,
784,bc_8,USB2P_8,bidir,X,783,0,Z,FALSE,FALSE,,usb2p_8,TRUE
785,bc_2,*,control,0,,,,,,,,
786,bc_8,USB2N_7,bidir,X,785,0,Z,FALSE,FALSE,,usb2n_7,TRUE
787,bc_2,*,control,0,,,,,,,,
788,bc_8,USB2P_7,bidir,X,787,0,Z,FALSE,FALSE,,usb2p_7,TRUE
789,bc_2,*,control,0,,,,,,,,
790,bc_8,USB2N_6,bidir,X,789,0,Z,FALSE,FALSE,,usb2n_6,TRUE
791,bc_2,*,control,0,,,,,,,,
792,bc_8,USB2P_6,bidir,X,791,0,Z,FALSE,FALSE,,usb2p_6,TRUE
793,bc_2,*,control,0,,,,,,,,
794,bc_8,USB2N_5,bidir,X,793,0,Z,FALSE,FALSE,,usb2n_5,TRUE
795,bc_2,*,control,0,,,,,,,,
796,bc_8,USB2P_5,bidir,X,795,0,Z,FALSE,FALSE,,usb2p_5,TRUE
797,bc_2,*,control,0,,,,,,,,
798,bc_8,USB2N_4,bidir,X,797,0,Z,FALSE,FALSE,,usb2n_4,TRUE
799,bc_2,*,control,0,,,,,,,,
800,bc_8,USB2P_4,bidir,X,799,0,Z,FALSE,FALSE,,usb2p_4,TRUE
801,bc_2,*,control,0,,,,,,,,
802,bc_8,USB2N_3,bidir,X,801,0,Z,FALSE,FALSE,,usb2n_3,TRUE
803,bc_2,*,control,0,,,,,,,,
804,bc_8,USB2P_3,bidir,X,803,0,Z,FALSE,FALSE,,usb2p_3,TRUE
805,bc_2,*,control,0,,,,,,,,
806,bc_8,USB2N_2,bidir,X,805,0,Z,FALSE,FALSE,,usb2n_2,TRUE
807,bc_2,*,control,0,,,,,,,,
808,bc_8,USB2P_2,bidir,X,807,0,Z,FALSE,FALSE,,usb2p_2,TRUE
809,bc_2,*,control,0,,,,,,,,
810,bc_8,USB2N_1,bidir,X,809,0,Z,FALSE,FALSE,,usb2n_1,TRUE
811,bc_2,*,control,0,,,,,,,,
812,bc_8,USB2P_1,bidir,X,811,0,Z,FALSE,FALSE,,usb2p_1,TRUE
813,bc_4,*,segment select,1,,,,,,,,
814,bc_4,*,power,1,,,,,,,,
815,bc_4,*,delay,0,,,,,,,,
816,bc_2,CLKOUT_SRC_P_12,output3,X,818,0,Z,FALSE,FALSE,,clkout_src_p_12,TRUE
817,bc_2,CLKOUT_SRC_N_12,output3,X,818,0,Z,FALSE,FALSE,,clkout_src_n_12,TRUE
818,bc_2,*,control,0,,,,,,,,
819,bc_2,CLKOUT_SRC_P_13,output3,X,821,0,Z,FALSE,FALSE,,clkout_src_p_13,TRUE
820,bc_2,CLKOUT_SRC_N_13,output3,X,821,0,Z,FALSE,FALSE,,clkout_src_n_13,TRUE
821,bc_2,*,control,0,,,,,,,,
822,bc_2,CLKOUT_SRC_P_11,output3,X,824,0,Z,FALSE,FALSE,,clkout_src_p_11,TRUE
823,bc_2,CLKOUT_SRC_N_11,output3,X,824,0,Z,FALSE,FALSE,,clkout_src_n_11,TRUE
824,bc_2,*,control,0,,,,,,,,
825,bc_2,CLKOUT_SRC_P_10,output3,X,827,0,Z,FALSE,FALSE,,clkout_src_p_10,TRUE
826,bc_2,CLKOUT_SRC_N_10,output3,X,827,0,Z,FALSE,FALSE,,clkout_src_n_10,TRUE
827,bc_2,*,control,0,,,,,,,,
828,bc_2,CLKOUT_SRC_P_8,output3,X,830,0,Z,FALSE,FALSE,,clkout_src_p_8,TRUE
829,bc_2,CLKOUT_SRC_N_8,output3,X,830,0,Z,FALSE,FALSE,,clkout_src_n_8,TRUE
830,bc_2,*,control,0,,,,,,,,
831,bc_2,CLKOUT_SRC_P_9,output3,X,833,0,Z,FALSE,FALSE,,clkout_src_p_9,TRUE
832,bc_2,CLKOUT_SRC_N_9,output3,X,833,0,Z,FALSE,FALSE,,clkout_src_n_9,TRUE
833,bc_2,*,control,0,,,,,,,,
834,bc_2,CLKOUT_SRC_P_6,output3,X,836,0,Z,FALSE,FALSE,,clkout_src_p_6,TRUE
835,bc_2,CLKOUT_SRC_N_6,output3,X,836,0,Z,FALSE,FALSE,,clkout_src_n_6,TRUE
836,bc_2,*,control,0,,,,,,,,
837,bc_2,CLKOUT_SRC_P_7,output3,X,839,0,Z,FALSE,FALSE,,clkout_src_p_7,TRUE
838,bc_2,CLKOUT_SRC_N_7,output3,X,839,0,Z,FALSE,FALSE,,clkout_src_n_7,TRUE
839,bc_2,*,control,0,,,,,,,,
840,bc_2,CLKOUT_SRC_P_4,output3,X,842,0,Z,FALSE,FALSE,,clkout_src_p_4,TRUE
841,bc_2,CLKOUT_SRC_N_4,output3,X,842,0,Z,FALSE,FALSE,,clkout_src_n_4,TRUE
842,bc_2,*,control,0,,,,,,,,
843,bc_2,CLKOUT_SRC_P_5,output3,X,845,0,Z,FALSE,FALSE,,clkout_src_p_5,TRUE
844,bc_2,CLKOUT_SRC_N_5,output3,X,845,0,Z,FALSE,FALSE,,clkout_src_n_5,TRUE
845,bc_2,*,control,0,,,,,,,,
846,bc_2,CLKOUT_SRC_P_3,output3,X,848,0,Z,FALSE,FALSE,,clkout_src_p_3,TRUE
847,bc_2,CLKOUT_SRC_N_3,output3,X,848,0,Z,FALSE,FALSE,,clkout_src_n_3,TRUE
848,bc_2,*,control,0,,,,,,,,
849,bc_2,CLKOUT_SRC_P_2,output3,X,851,0,Z,FALSE,FALSE,,clkout_src_p_2,TRUE
850,bc_2,CLKOUT_SRC_N_2,output3,X,851,0,Z,FALSE,FALSE,,clkout_src_n_2,TRUE
851,bc_2,*,control,0,,,,,,,,
852,bc_2,CLKOUT_SRC_P_0,output3,X,854,0,Z,FALSE,FALSE,,clkout_src_p_0,TRUE
853,bc_2,CLKOUT_SRC_N_0,output3,X,854,0,Z,FALSE,FALSE,,clkout_src_n_0,TRUE
854,bc_2,*,control,0,,,,,,,,
855,bc_2,CLKOUT_SRC_P_1,output3,X,857,0,Z,FALSE,FALSE,,clkout_src_p_1,TRUE
856,bc_2,CLKOUT_SRC_N_1,output3,X,857,0,Z,FALSE,FALSE,,clkout_src_n_1,TRUE
857,bc_2,*,control,0,,,,,,,,
858,bc_4,*,segment select,1,,,,,,,,
859,bc_4,*,power,1,,,,,,,,
